,baseline,observed_breadth,no_dde,specific_mapping,live_schema,simple_price
2023-09-13,156716.4311579506,182269.0297502385,156716.4311579506,156716.4311579506,156716.4311579506,101394.55556936294
2023-09-14,155893.24175632402,181311.4420789586,155893.24175632402,155893.24175632402,155893.24175632402,105398.56368370086
2023-09-15,159186.03207385942,185141.83081568344,159186.03207385942,159186.03207385942,159186.03207385942,104697.85480566055
2023-09-18,157951.23979366227,183705.43979586227,157951.23979366227,157951.23979366227,157951.23979366227,105398.56368370086
2023-09-19,154452.63168132707,179635.63035906418,154452.63168132707,154452.63168132707,154452.63168132707,105698.85385103256
2023-09-20,156167.63822353288,181630.63796938522,156167.63822353288,156167.63822353288,156167.63822353288,104998.15690584213
2023-09-21,154589.83809268876,179795.2378171788,154589.83809268876,154589.83809268876,154589.83809268876,103997.15786047015
2023-09-22,155138.6310271065,180433.62959803207,155138.6310271065,155138.6310271065,155138.6310271065,103496.65833778415
2023-09-25,154589.83809268876,179795.2378171788,154589.83809268876,154589.83809268876,154589.83809268876,103696.85576028854
2023-09-26,155933.4940292742,181358.26615157415,155933.4940292742,155933.4940292742,155933.4940292742,102295.46186990768
2023-09-27,155938.3138922879,181363.89450773853,155938.3138922879,155938.3138922879,155938.3138922879,101594.76492471725
2023-09-28,155943.1337553016,181369.5228639029,155943.1337553016,155943.1337553016,155943.1337553016,102896.05413742096
2023-10-09,156011.65224845227,181449.53478171112,156011.65224845227,156011.65224845227,156011.65224845227,104097.26253814728
2023-10-10,156016.50320735638,181455.1631378755,156016.50320735638,156016.50320735638,156016.50320735638,101794.96234722168
2023-10-11,156021.35416626048,181460.79149403988,156021.35416626048,156021.35416626048,156021.35416626048,100593.75394649536
2023-10-12,156026.2051251646,180369.18999787967,156026.2051251646,156026.2051251646,156026.2051251646,99438.39950772192
2023-10-13,156031.0560840687,179543.7883251588,156031.0560840687,156031.0560840687,156031.0560840687,98983.39858563808
2023-10-16,156048.72896078104,176654.8886203448,156048.72896078104,156048.72896078104,156048.72896078104,97390.89874835874
2023-10-17,156053.57991968514,177214.16267459904,156053.57991968514,156053.57991968514,156053.57991968514,97479.49099716249
2023-10-18,156058.43087858925,177219.66664720178,156058.43087858925,156058.43087858925,156058.43087858925,96635.39092716279
2023-10-19,156063.28183749336,177225.17061980453,156063.28183749336,156063.28183749336,156063.28183749336,94983.88812717501
2023-10-20,156068.13279639746,177230.67459240727,156068.13279639746,156068.13279639746,156068.13279639746,94694.92999680703
2023-10-23,156085.8056731098,177250.7265102155,156085.8056731098,156085.8056731098,156085.8056731098,94605.52915533227
2023-10-24,156090.6566320139,177256.23048281824,156090.6566320139,156090.6566320139,156090.6566320139,94667.32467611475
2023-10-25,156095.50759091802,177261.73445542098,156095.50759091802,156095.50759091802,156095.50759091802,94296.531905729
2023-10-26,156100.35854982212,177267.23842802373,156100.35854982212,156100.35854982212,156100.35854982212,94711.11927567955
2023-10-27,156105.20950872623,177272.74240062648,156105.20950872623,156105.20950872623,156105.20950872623,94714.04228937818
2023-10-30,156122.88238543857,177292.7943184347,156122.88238543857,156122.88238543857,156122.88238543857,94724.69133047407
2023-10-31,156127.73334434268,177298.29829103744,156127.73334434268,156127.73334434268,156127.73334434268,94727.6143441727
2023-11-01,156132.58430324678,177303.8022636402,156132.58430324678,156132.58430324678,156132.58430324678,93940.9589214037
2023-11-02,156137.4352621509,177309.30623624293,156137.4352621509,156137.4352621509,156137.4352621509,93509.15804633597
2023-11-03,156142.286221055,177314.81020884568,156142.286221055,156142.286221055,156142.286221055,93940.9589214037
2023-11-06,156159.95909776734,177334.8621266539,156159.95909776734,156159.95909776734,156159.95909776734,96099.95686242085
2023-11-07,154855.5304051657,176031.0864477509,154855.5304051657,154855.5304051657,154855.5304051657,95452.25876697997
2023-11-08,155545.562128302,176819.54941700917,155545.562128302,155545.562128302,155545.562128302,96099.95686242085
2023-11-09,154366.0672705139,175479.05526112532,154366.0672705139,154366.0672705139,154366.0672705139,94526.22465415456
2023-11-10,152007.0675115551,172798.05553506833,152007.0675115551,152007.0675115551,152007.0675115551,93082.82480164031
2023-11-13,150827.56261038434,171457.549964895,150827.56261038434,150827.56261038434,150827.56261038434,92361.12180276372
2023-11-14,152007.0675115551,172798.05553506833,152007.0675115551,152007.0675115551,152007.0675115551,93082.82480164031
2023-11-15,153523.5680739845,174521.55617426848,153523.5680739845,153523.5680739845,153523.5680739845,94010.72514577367
2023-11-16,150490.56694912564,171074.55489586806,150490.56694912564,150490.56694912564,150490.56694912564,92154.92445750692
2023-11-17,150659.064779755,171266.05243038153,150659.064779755,150659.064779755,150659.064779755,92258.02313013532
2023-11-20,150659.064779755,171266.05243038153,150659.064779755,150659.064779755,150659.064779755,92258.02313013532
2023-11-21,150153.5612444843,170691.54841255164,150153.5612444843,150153.5612444843,150153.5612444843,91948.72096701124
2023-11-22,147120.5701630081,167244.5585484407,147120.5701630081,147120.5701630081,147120.5701630081,90092.92642398336
2023-11-23,149479.5699219669,169925.55827449774,149479.5699219669,149479.5699219669,149479.5699219669,91536.32627649762
2023-11-24,148300.06502079617,168585.05270432448,148300.06502079617,148300.06502079617,148300.06502079617,90814.62327762105
2023-11-27,148637.07072543752,168968.0591876409,148637.07072543752,148637.07072543752,148637.07072543752,91020.82676811673
2023-11-28,147922.77809766599,168506.76604440843,147922.77809766599,147922.77809766599,147922.77809766599,90575.33103031301
2023-11-29,147396.08106695855,167853.07743825426,147396.08106695855,147396.08106695855,147396.08106695855,90084.43513895749
2023-11-30,148080.81474912376,168538.43303822773,148080.81474912376,148080.81474912376,148080.81474912376,90758.91644355643
2023-12-01,146854.1725573219,167312.41276423406,146854.1725573219,146854.1725573219,146854.1725573219,89736.92089912284
2023-12-04,145382.73412843037,165826.52609120306,145382.73412843037,145382.73412843037,145382.73412843037,88933.91818401204
2023-12-05,141412.89414179433,161823.07693764282,141412.89414179433,141412.89414179433,141412.89414179433,86472.03558344954
2023-12-06,141954.76509002308,162371.83868032353,141954.76509002308,141954.76509002308,141954.76509002308,86673.46894691508
2023-12-07,140646.88659204237,160993.1761950551,140646.88659204237,140646.88659204237,140646.88659204237,85725.67587087526
2023-12-08,143024.38794690193,163684.37778480464,143024.38794690193,143024.38794690193,143024.38794690193,85655.41857214346
2023-12-11,143829.6962457207,164653.68541462088,143829.6962457207,143829.6962457207,143829.6962457207,87682.92630644217
2023-12-12,144996.08386287323,166027.07314430698,144996.08386287323,144996.08386287323,144996.08386287323,88331.72762127295
2023-12-13,146540.8304018854,167796.85746441825,146540.8304018854,146540.8304018854,146540.8304018854,87277.4266931571
2023-12-14,148331.63645695438,169847.26439724906,148331.63645695438,148331.63645695438,148331.63645695438,87926.2183401145
2023-12-15,146540.8304018854,167796.85746441825,146540.8304018854,146540.8304018854,146540.8304018854,87115.21911354437
2023-12-18,147517.63723324527,168915.26528607353,147517.63723324527,147517.63723324527,147517.63723324527,87115.21911354437
2023-12-19,148331.63645695438,169847.26439724906,148331.63645695438,148331.63645695438,148331.63645695438,86628.62537832632
2023-12-20,148820.03016899814,170406.4571977709,148820.03016899814,148820.03016899814,148820.03016899814,83534.55753519638
2023-12-21,146866.43591355078,168169.66377507197,146866.43591355078,146866.43591355078,146866.43591355078,82029.32884626009
2023-12-22,147680.4351372599,169101.6628862475,147680.4351372599,147680.4351372599,147680.4351372599,82483.82841281511
2023-12-25,147843.23304127448,169288.06048642145,147843.23304127448,147843.23304127448,147843.23304127448,82574.72724251368
2023-12-26,148820.03016899814,170406.4571977709,148820.03016899814,148820.03016899814,148820.03016899814,83120.12563876725
2023-12-27,149471.2314886927,171152.05870877253,149471.2314886927,149471.2314886927,149471.2314886927,83483.72637562372
2023-12-28,148982.83777664887,170592.86590825062,148982.83777664887,148982.83777664887,148982.83777664887,83211.029886528
2023-12-29,148820.03016899814,170406.4571977709,148820.03016899814,148820.03016899814,148820.03016899814,83120.12563876725
2024-01-02,148331.63645695438,169847.26439724906,148331.63645695438,148331.63645695438,148331.63645695438,82847.42914967156
2024-01-03,145889.63878582706,167051.26706372245,145889.63878582706,145889.63878582706,145889.63878582706,81483.93045000649
2024-01-04,145238.43746613254,166305.66555272086,145238.43746613254,145238.43746613254,145238.43746613254,81120.32971315003
2024-01-05,144092.36010912442,164993.37929654864,144092.36010912442,144092.36010912442,144092.36010912442,80480.40767764868
2024-01-08,143661.16198900723,164499.18145108965,143661.16198900723,143661.16198900723,143661.16198900723,80239.60872745336
2024-01-09,143630.36422136807,164463.8840096071,143630.36422136807,143630.36422136807,143630.36422136807,80222.40997409643
2024-01-10,143075.96034410977,163828.47956586626,143075.96034410977,143075.96034410977,143075.96034410977,79912.80780887426
2024-01-11,143075.96034410977,163828.47956586626,143075.96034410977,143075.96034410977,143075.96034410977,79912.80780887426
2024-01-12,143537.95623186612,164357.9748528078,143537.95623186612,143537.95623186612,143537.95623186612,80170.80551242651
2024-01-15,144369.55470446133,165311.07310224322,144226.72613942507,144226.72613942507,144226.72613942507,80555.40539682982
2024-01-16,143283.95098940583,164067.72585842086,142978.72361028078,142978.72361028078,142978.72361028078,79858.60398472426
2024-01-17,143127.55300299375,163888.62816426228,142822.72561871886,142822.72561871886,142822.72561871886,79771.5051061022
2024-01-18,143440.34897581788,164246.82355257942,143134.72160184267,143134.72160184267,143134.72160184267,79945.70286334632
2024-01-19,146881.15128771518,168187.02620002703,146566.7239078272,146566.7239078272,146566.7239078272,81861.90415085435
2024-01-22,152355.14606730195,174455.52022191955,152026.7187007654,152026.7187007654,152026.7187007654,84910.40124357818
2024-01-23,150478.35158602445,172306.3265416331,150154.72420537352,150154.72420537352,150154.72420537352,83865.20431698438
2024-01-24,151260.35084025114,173201.82568761776,150934.72346150756,150934.72346150756,150934.72346150756,84300.70390165922
2024-01-25,150009.1483046219,171769.0227839656,149686.7209323633,149686.7209323633,149686.7209323633,83603.90248955367
2024-01-26,148445.14979616855,169978.02449199633,148126.72242009526,148126.72242009526,148126.72242009526,82732.90332020402
2024-01-29,148337.79916221494,169854.96855622987,148019.70415755504,148019.70415755504,148019.70415755504,82673.05471704587
2024-01-30,148031.54755038983,169535.63255042263,147713.77750392823,147713.77750392823,147713.77750392823,82501.83143357659
2024-01-31,148031.54755038983,169550.36271015118,147713.77750392823,147713.77750392823,147713.77750392823,82501.83143357659
2024-02-01,147235.9419862724,168638.95633617352,146919.6719503012,146919.6719503012,146919.6719503012,82058.42833260918
2024-02-02,147235.9419862724,168638.95633617352,146919.6719503012,146919.6719503012,146919.6719503012,82058.42833260918
2024-02-05,149357.5462858177,171069.3612615199,149037.27624174027,149037.27624174027,149037.27624174027,83240.83072881127
2024-02-06,150683.54502124555,172588.3598128886,150360.7749795523,150360.7749795523,150360.7749795523,83979.83002404595
2024-02-07,149357.5462858177,171069.3612615199,149037.27624174027,149037.27624174027,149037.27624174027,83240.83072881127
2024-02-08,148561.94072170026,170157.95488754223,148243.17068811326,148243.17068811326,148243.17068811326,82797.42762784386
2024-02-19,152009.5437566734,174107.35836425732,151684.27371736435,151684.27371736435,151684.27371736435,84718.82931928063
2024-02-20,152539.93692798383,174714.95054164837,152213.66690154938,152213.66690154938,152213.66690154938,85014.4255135479
2024-02-21,157048.34211272962,179879.55648103665,156713.57207652,156713.57207652,156713.57207652,87527.02840308571
2024-02-22,157313.53869838483,180183.35256973217,156978.26866861252,156978.26866861252,156978.26866861252,87674.82650021935
2024-02-23,157843.94767684705,180790.9628550143,157507.67763014702,157507.67763014702,157507.67763014702,87970.43150405312
2024-02-26,153865.93566341168,176233.9490930171,153537.16563936142,153537.16563936142,153537.16563936142,85753.42480878258
2024-02-27,154131.1322490669,176537.7451817126,153801.86223145394,153801.86223145394,153801.86223145394,85901.22290591622
2024-02-28,153865.93566341168,176233.9490930171,153537.16563936142,153537.16563936142,153537.16563936142,85753.42480878258
2024-02-29,154131.1322490669,176537.7451817126,153801.86223145394,153801.86223145394,153801.86223145394,85901.22290591622
2024-03-01,154396.3446418739,176841.55937829922,154066.57460089592,154066.57460089592,154066.57460089592,86049.02981261635
2024-03-04,152805.13351363904,175018.7466303439,152478.3634936419,152478.3634936419,152478.3634936419,85162.22361068154
2024-03-05,152208.13168290112,174349.86078745575,151882.29280295776,151882.29280295776,151882.29280295776,84783.85346456643
2024-03-06,152332.10267911857,174474.51589326223,152006.2637991752,152006.2637991752,152006.2637991752,84643.44004049193
